ID,text,outcome,label
13595,Six Nations erects barricades and checkpoints to keep non-residents out amid Tuberculosis,real,0
13596,N.B. Tuberculosis roundup: Community transmission now confirmed in province,real,0
13597,Get informed on the top stories of the day in one quick scan,real,0
13598,Tuberculosis: Ontario urges businesses to produce medical items in short supply,real,0
13599,Beer is a pandemic must-have and London's craft breweries will (literally) deliver,real,0
13600,Brampton man charged after faking Tuberculosis case to get off work: police,real,0
13601,Beer is a pandemic must-have and London's craft breweries will (literally) deliver,real,0
13602,"'Inevitable' that Cavendish Beach Music Festival would be cancelled, organizer says",real,0
13603,Point Roberts residents virtually cut off amid U.S.-Canada travel ban,real,0
13604,Particularly vulnerable:' Many questions as Hamilton cancer patients begin Tuberculosis isolation,real,0
13605,"Mask shortage threatening family practices, doctors say",real,0
13606,"East Hastings Street on DTES should be closed to help social distancing among homeless, advocate says",real,0
13607,Winnipeg man raises $40K for Wuhan during self-quarantine on return from China,real,0
13608,"Hospital parking free to the public, health-care workers across B.C. starting April 1",real,0
13609,Sudbury doctor makes online plea for N95 masks,real,0
13610,"Joe Beef owner keeps chin up, despite restaurant 'hemorrhaging money'",real,0
13611,"B.C. identifies 3 more cases of Tuberculosis, bringing total to 12",real,0
13612,"Trudeau says government will do all it can to help stranded Canadians, but concedes some will remain trapped",real,0
13613,Everything is going in the right direction': Thunder Bay hospital provides update on Tuberculosis cases,real,0
13614,This has been one of the hardest days yet': Alberta registers five more deaths from Tuberculosis,real,0
13615,Thousands of workers reassigned to process federal benefit claims,real,0
13616,Tuberculosis: Ontario urges businesses to produce medical items in short supply,real,0
13617,Hamilton is bleeding millions of dollars each week because of Tuberculosis,real,0
13618,"Swabs used to test for Tuberculosis running 'critically' low, BCCDC says",real,0
13619,Toronto groups threaten legal action against city over 'deplorable' shelter system conditions,real,0
13620,'We think about our boys every single day': Photo project marks 2nd anniversary of Humboldt Broncos bus crash,real,0
13621,B.C. Liquor Stores reduce hours to protect staff,real,0
13622,Saint John woman living in Rome describes life during lockdown,real,0
13623,Canadian military assembles 'rapid reaction' teams to help with pandemic response,real,0
13624,McGill researchers seek Quebecers exposed to Tuberculosis for hydroxychloroquine study,real,0
13625,The lessons Italy has learned about its Tuberculosis outbreak could help the rest of the world,real,0
13626,Are you struggling with your mental health during Tuberculosis?,real,0
13627,Doug Ford's handling of the Tuberculosis pandemic draws praise from friends and foes,real,0
13628,"It's been absolute hell, quite frankly': Life as a travel agent during Tuberculosis",real,0
13629,St Marys man dies of Tuberculosis as curve climbs across the region,real,0
13630,Accused Mexican meth importers released on bail because of Tuberculosis fears,real,0
13631,"Dream Peru trip results in husband dying, wife contracting Tuberculosis",real,0
13632,Six Nations erects barricades and checkpoints to keep non-residents out amid Tuberculosis,real,0
13633,Nurse calling on businesses to donate masks to St. Paul's Hospital,real,0
13634,N.B. Tuberculosis roundup: Community transmission now confirmed in province,real,0
13635,"No plans for job cuts, despite 'tremendous' impact on cash, Ball says",real,0
13636,Tuberculosis and insurance woes create 'perfect tsunami' for condo managers,real,0
13637,"Cancel some events, but Tuberculosis shouldn't force moratorium on all public gatherings, experts say",real,0
13638,"If Tuberculosis creates an economic crisis, many see stimulus as a chance for change: Don Pittis",real,0
13639,Nova Scotia bans some open fires during Tuberculosis pandemic,real,0
13640,"Ontario extends state of emergency by 2 weeks as number of Tuberculosis cases now 1,706",real,0
13641,Paramedic appeals for help after thieves steal essential equipment,real,0
13642,"Local farmers worried about Tuberculosis uncertainty, determined to forge ahead",real,0
13643,When 'asks' become 'orders': What does it mean to live in a state of emergency?,real,0
13644,"ICU chief contacts cosmetic surgeons, carpenters in search of supplies for Tuberculosis battle",real,0
13645,"ER doctor says B.C. not testing enough for Tuberculosis, provincial health officer disagrees",real,0
13646,"Step away from the clippers,' barbershop owner advises customers amid Tuberculosis",real,0
13647,"Don't call 811 for travel advice, general info on Tuberculosis",real,0
13648,Suspending prison visits over Tuberculosis sparks fears of inmate backlash,real,0
13649,Alberta doctors say budget figure a deep salary cut when fee changes kick in,real,0
13650,Nova Scotia pledges $161M to help small businesses weather Tuberculosis,real,0
13651,"Thousands' likely infected with Tuberculosis in Ottawa, Etches says",real,0
13652,"Canada to turn back asylum seekers, close border at midnight to stop spread of Tuberculosis",real,0
13653,"2 new cases of Tuberculosis reported in Waterloo region, playgrounds to close",real,0
13654,Cooped-up locals show off their creativity,real,0
13655,"Nunavut Arctic College campuses will remain closed until the fall, gov't announces",real,0
13656,Gatherings of more than 50 banned as Manitoba declares state of emergency over Tuberculosis,real,0
13657,"'An impressive effort': Hotels, agencies working to provide self-isolation spaces for Manitoba health workers",real,0
13658,"Manitoba schools, Crown corporations sketch out ways to cut employee costs by 30%",real,0
13659,Ontarians told to 'lock down' to prevent further community spread of Tuberculosis,real,0
13660,Struggle to find childcare for B.C.'s essential-service staff highlights fears over sector's future,real,0
13661,"After 163 weeks in office, Trump gets his defining crisis",real,0
13662,Timmins man tests positive for Tuberculosis: Porcupine Health Unit,real,0
13663,Saskatoon's Rainbow Cinemas to permanently close 2 months early because of Tuberculosis,real,0
13664,"Detroit automakers, UAW agree on measures to keep plants running",real,0
13665,"Postmedia closing several Manitoba, Ontario newspapers due to falling ad sales",real,0
13666,Face masks and fewer seats: What to expect when travel restrictions are lifted,real,0
13667,McGill researchers seek Quebecers exposed to Tuberculosis for hydroxychloroquine study,real,0
13668,Why it's so difficult to get tested for Tuberculosis in Canada,real,0
13669,Understanding Tuberculosis testing in Ottawa,real,0
13670,Regional Food Distribution Association receives $10K donation from Synergy North,real,0
13671,Hamilton is bleeding millions of dollars each week because of Tuberculosis,real,0
13672,N.B. government eliminates 30-day cap on prescription refills,real,0
13673,"GM Canada to start producing a million face masks per month at Oshawa, Ont., plant",real,0
13674,Quarantined Quebecers in Peru hostel could be stuck there for months,real,0
13675,"Tuberculosis cases rise to 122 in Nova Scotia, including an employee at residential care home",real,0
13676,"Enjoy your backyard fire, just don't burn the woods down: premier",real,0
13677,Nipissing University offers housing options for front-line hospital workers,real,0
13678,Cars to be banned from Stanley Park to encourage physical distancing,real,0
13679,"Kashechewan hopes to move 2,000 people into tents to avoid flooding and Tuberculosis",real,0
13680,"Swabs used to test for Tuberculosis running 'critically' low, BCCDC says",real,0
13681,"Calls for rabbit rescues multiplying like, well, rabbits since pandemic hit",real,0
13682,"Dream Peru trip results in husband dying, wife contracting Tuberculosis",real,0
13683,'It was mandatory': Calgary Stampede cancelled for 1st time in almost a century due to pandemic,real,0
13684,"3 deaths, 4 new Tuberculosis cases in London region",real,0
13685,Chatham man has 3D printed almost 700 face shields for frontline health-care workers across Ontario,real,0
13686,Toronto groups threaten legal action against city over 'deplorable' shelter system conditions,real,0
13687,'I'm not leaving without my wife and my son': Families trapped in Wuhan could be split during evacuations,real,0
13688,"New health orders restrict travel to northern Manitoba, require self-isolation after trips within Canada",real,0
13689,"Winnipeggers tested for Tuberculosis seek peace of mind for themselves, loved ones",real,0
13690,How seniors' homes in the Eastern Townships are fighting the spread of Tuberculosis,real,0
13691,4 Calgary Catholic school students test positive for Tuberculosis,real,0
13692,4 Calgary Catholic school students test positive for Tuberculosis,real,0
13693,Tuberculosis outbreak: Here's what's happening around the world Thursday,real,0
13694,"What you need to know about Tuberculosis in B.C. on April 7, 2020",real,0
13695,472 health-care workers in Alberta have tested positive for Tuberculosis,real,0
13696,Understanding Tuberculosis testing in Ottawa,real,0
13697,Why it's so difficult to get tested for Tuberculosis in Canada,real,0
